timestamp,hashtags,tweets,replies,retweets,likes,username,location,friends,followers,verified,all_hashtags,all_hashtags_seg,tweets_clean,tweets_token,tweets_nonstop,tags_token,tags_nonstop,label
2020-11-01 20:27:31,peace,Nothing can stop us from fighting for our #Peace           #ArtsakhStrong #ՀԱՂԹԵԼՈՒԵՆՔ,,,1,DianaKaramian,,122,143,0,Peace ArtsakhStrong ՀԱՂԹԵԼՈՒԵՆՔ,peace artsakh strong,Nothing can stop us from fighting for our             ,"['nothing', 'can', 'stop', 'us', 'from', 'fighting', 'for', 'our']","['nothing', 'stop', 'us', 'fighting']","['peace', 'artsakh', 'strong']","['peace', 'artsakh', 'strong']",Azerbaijan_Armenia
2020-11-01 20:22:23,peace,"#ALovingHeartMatters  #VoteJoe
#IntegrityMatters
#VoteBidenHarris  #CharacterMatters  #VoteJoeBiden
#KindnessMatters  #VoteBlue2020
 #Peace  #Love",,,1,womenpowervote,USA,75,28,0,ALovingHeartMatters VoteJoe IntegrityMatters VoteBidenHarris CharacterMatters VoteJoeBiden KindnessMatters VoteBlue2020 Peace Love,a loving heart matters vote joe integrity matters vote biden harris character matters vote joe biden kindness matters voteblue2020 peace love,           ,[],[],"['a', 'loving', 'heart', 'matters', 'vote', 'joe', 'integrity', 'matters', 'vote', 'biden', 'harris', 'character', 'matters', 'vote', 'joe', 'biden', 'kindness', 'matters', 'voteblue2020', 'peace', 'love']","['loving', 'heart', 'matters', 'vote', 'joe', 'integrity', 'matters', 'vote', 'biden', 'harris', 'character', 'matters', 'vote', 'joe', 'biden', 'kindness', 'matters', 'voteblue2020', 'peace', 'love']",USA
2020-11-01 20:12:27,peace,"#Trump has greatly reduced the risk that your children will go to war.

He achieved “impossible” Middle East #peace deals, eliminated any more “oil wars” (by making us energy independent), neutralized ISIS, is ending war in #Afghanistan, etc.

#Trump2020 #BidenHarris2020Landslide",,1,1,stephen_scally,,39,29,0,Trump peace Afghanistan Trump2020 BidenHarris2020Landslide,trump peace afghanistan trump2020bidenharris2020 landslide, has greatly reduced the risk that your children will go to warHe achieved impossible Middle East  deals eliminated any more oil wars by making us energy independent neutralized ISIS is ending war in  etc ,"['has', 'greatly', 'reduced', 'the', 'risk', 'that', 'your', 'children', 'will', 'go', 'to', 'warhe', 'achieved', 'impossible', 'middle', 'east', 'deals', 'eliminated', 'any', 'more', 'oil', 'wars', 'by', 'making', 'us', 'energy', 'independent', 'neutralized', 'isis', 'is', 'ending', 'war', 'in', 'etc']","['greatly', 'reduced', 'risk', 'children', 'go', 'warhe', 'achieved', 'impossible', 'middle', 'east', 'deals', 'eliminated', 'oil', 'wars', 'making', 'us', 'energy', 'independent', 'neutralized', 'isis', 'ending', 'war', 'etc']","['trump', 'peace', 'afghanistan', 'trump2020bidenharris2020', 'landslide']","['trump', 'peace', 'afghanistan', 'trump2020bidenharris2020', 'landslide']",USA
2020-11-01 19:46:25,peace,#ArtsakhStrong #PeaceforArmenians #peace,,5,7,Hasmigz,"Ontario, Canada",926,304,0,ArtsakhStrong PeaceforArmenians peace,artsakh strong peace for armenians peace,  ,[],[],"['artsakh', 'strong', 'peace', 'for', 'armenians', 'peace']","['artsakh', 'strong', 'peace', 'armenians', 'peace']",Azerbaijan_Armenia
2020-11-01 19:17:04,peace,#ICJUK #allovercolor #print #unisex #unionjane #hoody see the full #collection here on http://ICJUK.com or follow this link https://icjuk.com/product-category/union-jane/… #uk #usa #love #peace #happy @ ICJUK https://instagram.com/p/CHDz9tOn0cz/?igshid=1o5ev9kuzhcry…,,,1,ICJUK,Las Vegas,"2,284","1,993",0,ICJUK allovercolor print unisex unionjane hoody collection uk usa love peace happy,icj uk all over color print unisex union jane hoody collection uk usa love peace happy,      see the full  here on  or follow this link        ICJUK ,"['see', 'the', 'full', 'here', 'on', 'or', 'follow', 'this', 'link', 'icjuk']","['see', 'full', 'follow', 'link', 'icjuk']","['icj', 'uk', 'all', 'over', 'color', 'print', 'unisex', 'union', 'jane', 'hoody', 'collection', 'uk', 'usa', 'love', 'peace', 'happy']","['icj', 'uk', 'color', 'print', 'unisex', 'union', 'jane', 'hoody', 'collection', 'uk', 'usa', 'love', 'peace', 'happy']",USA
2020-11-02 23:32:17,peace,"Hello @realDonaldTrump

I am #Armenian.
Since the September 27 #Artsakh is suffering from Azerbaijani-Turkish aggresion. Please, for sake of millions of American Armenians #StopAzerbaijaniAggression and #RecognizeArtsakh.

We, Armenians, want to live on our ancient land in #peace",,,1,GevoNersesian,Armenia,56,10,0,Armenian Artsakh StopAzerbaijaniAggression RecognizeArtsakh peace,armenian artsakh stop azerbaijani aggression recognize artsakh peace,Hello I am Since the September   is suffering from AzerbaijaniTurkish aggresion Please for sake of millions of American Armenians  and We Armenians want to live on our ancient land in ,"['hello', 'i', 'am', 'since', 'the', 'september', 'is', 'suffering', 'from', 'azerbaijaniturkish', 'aggresion', 'please', 'for', 'sake', 'of', 'millions', 'of', 'american', 'armenians', 'and', 'we', 'armenians', 'want', 'to', 'live', 'on', 'our', 'ancient', 'land', 'in']","['hello', 'since', 'september', 'suffering', 'azerbaijaniturkish', 'aggresion', 'please', 'sake', 'millions', 'american', 'armenians', 'armenians', 'want', 'live', 'ancient', 'land']","['armenian', 'artsakh', 'stop', 'azerbaijani', 'aggression', 'recognize', 'artsakh', 'peace']","['armenian', 'artsakh', 'stop', 'azerbaijani', 'aggression', 'recognize', 'artsakh', 'peace']",Azerbaijan_Armenia
2020-11-02 22:38:42,peace,"#Atheism #atheists #Atheist #God
#humanist #Jesus #satanism 
#Satan #Satanic #godless #Covid_19 #COVID19 #peace 
#hell #heaven #HeavenAndHell",,,,KEV_FEELS_JOY,,258,64,0,Atheism atheists Atheist God humanist Jesus satanism Satan Satanic godless Covid_19 COVID19 peace hell heaven HeavenAndHell,atheism atheists atheist god humanist jesus satanism satan satanic godless covid19covid19 peace hell heaven heaven and hell,              ,[],[],"['atheism', 'atheists', 'atheist', 'god', 'humanist', 'jesus', 'satanism', 'satan', 'satanic', 'godless', 'covid19covid19', 'peace', 'hell', 'heaven', 'heaven', 'and', 'hell']","['atheism', 'atheists', 'atheist', 'god', 'humanist', 'jesus', 'satanism', 'satan', 'satanic', 'godless', 'covid19covid19', 'peace', 'hell', 'heaven', 'heaven', 'hell']",covid
2020-11-02 22:28:36,peace,Praying for #peace. #PeaceforArmenians,,,,grig_lily,"La Habra, CA",132,139,0,peace PeaceforArmenians,peace peace for armenians,Praying for  ,"['praying', 'for']",['praying'],"['peace', 'peace', 'for', 'armenians']","['peace', 'peace', 'armenians']",Azerbaijan_Armenia
2020-11-02 22:26:51,peace,#StopAzeriAggression #stopterrorism #StopEnvironmentDestructionInArtsakh #SanctionAzerbaijan #RecognizeArtsakh #RecognizeArtsakhNow #RecognizeArtsakhRepublicNow #Peace #PeaceAndLove,,,,smkhitar,,32,4,0,StopAzeriAggression stopterrorism StopEnvironmentDestructionInArtsakh SanctionAzerbaijan RecognizeArtsakh RecognizeArtsakhNow RecognizeArtsakhRepublicNow Peace PeaceAndLove,stop azeri aggression stop terrorism stop environment destruction in artsakh sanction azerbaijan recognize artsakh recognize artsakh now recognize artsakh republic now peace peace and love,        ,[],[],"['stop', 'azeri', 'aggression', 'stop', 'terrorism', 'stop', 'environment', 'destruction', 'in', 'artsakh', 'sanction', 'azerbaijan', 'recognize', 'artsakh', 'recognize', 'artsakh', 'now', 'recognize', 'artsakh', 'republic', 'now', 'peace', 'peace', 'and', 'love']","['stop', 'azeri', 'aggression', 'stop', 'terrorism', 'stop', 'environment', 'destruction', 'artsakh', 'sanction', 'azerbaijan', 'recognize', 'artsakh', 'recognize', 'artsakh', 'recognize', 'artsakh', 'republic', 'peace', 'peace', 'love']",Azerbaijan_Armenia
2020-11-02 22:03:48,peace,"Since #Trump became president, #America has:       
Created the strongest #economy in the world
Rebuilt the mighty American #military
Achieved #peace deals in the Middle East
Replaced terrible deals like NAFTA with the USMCA
Wiped #terrorists off the face of the Earth
#Vote for",1.0,,,SecretShopper10,,57,18,0,Trump America economy military peace terrorists Vote,trump america economy military peace terrorists vote,Since  became president  has       Created the strongest  in the worldRebuilt the mighty American Achieved  deals in the Middle EastReplaced terrible deals like NAFTA with the USMCAWiped  off the face of the Earth for,"['since', 'became', 'president', 'has', 'created', 'the', 'strongest', 'in', 'the', 'worldrebuilt', 'the', 'mighty', 'american', 'achieved', 'deals', 'in', 'the', 'middle', 'eastreplaced', 'terrible', 'deals', 'like', 'nafta', 'with', 'the', 'usmcawiped', 'off', 'the', 'face', 'of', 'the', 'earth', 'for']","['since', 'became', 'president', 'created', 'strongest', 'worldrebuilt', 'mighty', 'american', 'achieved', 'deals', 'middle', 'eastreplaced', 'terrible', 'deals', 'like', 'nafta', 'usmcawiped', 'face', 'earth']","['trump', 'america', 'economy', 'military', 'peace', 'terrorists', 'vote']","['trump', 'america', 'economy', 'military', 'peace', 'terrorists', 'vote']",USA
2020-11-02 21:53:18,peace,"Hello @realDonaldTrump

I am #Armenian.
Since the September 27 #Artsakh is suffering from Azerbaijani-Turkish aggresion. Please, for sake of millions of American Armenians #StopAzerbaijaniAggression and #RecognizeArtsakh.

We, Armenians, want to live on our ancient land in #peace",,,1,GevoNersesian,Armenia,56,10,0,Armenian Artsakh StopAzerbaijaniAggression RecognizeArtsakh peace,armenian artsakh stop azerbaijani aggression recognize artsakh peace,Hello I am Since the September   is suffering from AzerbaijaniTurkish aggresion Please for sake of millions of American Armenians  and We Armenians want to live on our ancient land in ,"['hello', 'i', 'am', 'since', 'the', 'september', 'is', 'suffering', 'from', 'azerbaijaniturkish', 'aggresion', 'please', 'for', 'sake', 'of', 'millions', 'of', 'american', 'armenians', 'and', 'we', 'armenians', 'want', 'to', 'live', 'on', 'our', 'ancient', 'land', 'in']","['hello', 'since', 'september', 'suffering', 'azerbaijaniturkish', 'aggresion', 'please', 'sake', 'millions', 'american', 'armenians', 'armenians', 'want', 'live', 'ancient', 'land']","['armenian', 'artsakh', 'stop', 'azerbaijani', 'aggression', 'recognize', 'artsakh', 'peace']","['armenian', 'artsakh', 'stop', 'azerbaijani', 'aggression', 'recognize', 'artsakh', 'peace']",Azerbaijan_Armenia
2020-11-02 21:39:20,peace,"With lawlessness in the streets, what do we do?  There is an answer.
#America #Constitution #Peace #Election #PresidentTrump #conservative #Conservatives #republican",,,,TheDeclPodcast,,15,2,0,America Constitution Peace Election PresidentTrump conservative Conservatives republican,america constitution peace election president trump conservative conservatives republican,With lawlessness in the streets what do we do  There is an answer       ,"['with', 'lawlessness', 'in', 'the', 'streets', 'what', 'do', 'we', 'do', 'there', 'is', 'an', 'answer']","['lawlessness', 'streets', 'answer']","['america', 'constitution', 'peace', 'election', 'president', 'trump', 'conservative', 'conservatives', 'republican']","['america', 'constitution', 'peace', 'election', 'president', 'trump', 'conservative', 'conservatives', 'republican']",USA
2020-11-02 21:31:10,peace,"#HWPL #peace #PeaceAndUnity #religious #Leaders #Prayer #COVID19 #phillipines 
Religious leaders in PH unite in prayer against COVID-19",,,1,bubblep54638606,,44,1,0,HWPL peace PeaceAndUnity religious Leaders Prayer COVID19 phillipines,hw pl peace peace and unity religious leaders prayer covid19 phillipines,        Religious leaders in PH unite in prayer against COVID,"['religious', 'leaders', 'in', 'ph', 'unite', 'in', 'prayer', 'against', 'covid']","['religious', 'leaders', 'ph', 'unite', 'prayer', 'covid']","['hw', 'pl', 'peace', 'peace', 'and', 'unity', 'religious', 'leaders', 'prayer', 'covid19', 'phillipines']","['hw', 'pl', 'peace', 'peace', 'unity', 'religious', 'leaders', 'prayer', 'covid19', 'phillipines']",covid
2020-11-02 21:30:44,peace,This is what happens when world  closes eye on #Armenia  and did not stop #StopErdoganTerrorist #StopAzerbaijainiAggression  in #Artsakh #PeaceforArmenians #peace to the world,,,,MoonMoonemy,,170,22,0,Armenia StopErdoganTerrorist StopAzerbaijainiAggression Artsakh PeaceforArmenians peace,armenia stop erdogan terrorists topaz erba i jain i aggression artsakh peace for armenians peace,This is what happens when world  closes eye on   and did not stop    in    to the world,"['this', 'is', 'what', 'happens', 'when', 'world', 'closes', 'eye', 'on', 'and', 'did', 'not', 'stop', 'in', 'to', 'the', 'world']","['happens', 'world', 'closes', 'eye', 'stop', 'world']","['armenia', 'stop', 'erdogan', 'terrorists', 'topaz', 'erba', 'i', 'jain', 'i', 'aggression', 'artsakh', 'peace', 'for', 'armenians', 'peace']","['armenia', 'stop', 'erdogan', 'terrorists', 'topaz', 'erba', 'jain', 'aggression', 'artsakh', 'peace', 'armenians', 'peace']",Azerbaijan_Armenia
2020-11-03 23:54:24,peace,@UN @UNESCO @UNISEF @HRW #stoperdogn #SanctionTurkey #bycotturkey #warcrimes #Peace #StopAzeriWarCrimes #StopAliyev #RecognizeArstakh #StopErdoğan #StopTurkishAggression #WarCrimes #PeaceforArmenians #standwithArmenia #nochemicalweapons,,,,Selina38394968,,183,90,0,stoperdogn SanctionTurkey bycotturkey warcrimes Peace StopAzeriWarCrimes StopAliyev RecognizeArstakh StopErdoğan StopTurkishAggression WarCrimes PeaceforArmenians standwithArmenia nochemicalweapons,stop er dog n sanction turkey by cot turkey war crimes peace stop azeri war crimes stop aliyev recognize arstakhstoperdoanstop turkish aggression war crimes peace for armenians stand with armenia no chemical weapons,                 ,[],[],"['stop', 'er', 'dog', 'n', 'sanction', 'turkey', 'by', 'cot', 'turkey', 'war', 'crimes', 'peace', 'stop', 'azeri', 'war', 'crimes', 'stop', 'aliyev', 'recognize', 'arstakhstoperdoanstop', 'turkish', 'aggression', 'war', 'crimes', 'peace', 'for', 'armenians', 'stand', 'with', 'armenia', 'no', 'chemical', 'weapons']","['stop', 'er', 'dog', 'n', 'sanction', 'turkey', 'cot', 'turkey', 'war', 'crimes', 'peace', 'stop', 'azeri', 'war', 'crimes', 'stop', 'aliyev', 'recognize', 'arstakhstoperdoanstop', 'turkish', 'aggression', 'war', 'crimes', 'peace', 'armenians', 'stand', 'armenia', 'chemical', 'weapons']",Azerbaijan_Armenia
2020-11-03 23:53:05,peace,"#Fall
#Autumn
#AutumnVibes
#AutumnWatch
#Business
#Biden
#Harris
#Trump
#BusinessGrowth
#Unity
#Equity
#Peace
#Liberty
#Equality
#Freedom
#Democracy
#AllSoulsDay
#AllSaintsDay
#AllHallowtide
#LestWeForget 
#RemembranceDay 
#FreedomOfSpeech
#RemembranceSunday 
#RemembranceDay2020",,,,CrOwnSphMinX,#Pray 4 #Archangel #Protection,"5,001","1,386",0,Fall Autumn AutumnVibes AutumnWatch Business Biden Harris Trump BusinessGrowth Unity Equity Peace Liberty Equality Freedom Democracy AllSoulsDay AllSaintsDay AllHallowtide LestWeForget RemembranceDay FreedomOfSpeech RemembranceSunday RemembranceDay2020,fall autumn autumn vibes autumn watch business biden harris trump business growth unity equity peace liberty equality freedom democracy all souls day all saints day all hal low tide lest we forget remembrance day freedom of speech remembrance sunday remembrance day2020,   ,[],[],"['fall', 'autumn', 'autumn', 'vibes', 'autumn', 'watch', 'business', 'biden', 'harris', 'trump', 'business', 'growth', 'unity', 'equity', 'peace', 'liberty', 'equality', 'freedom', 'democracy', 'all', 'souls', 'day', 'all', 'saints', 'day', 'all', 'hal', 'low', 'tide', 'lest', 'we', 'forget', 'remembrance', 'day', 'freedom', 'of', 'speech', 'remembrance', 'sunday', 'remembrance', 'day2020']","['fall', 'autumn', 'autumn', 'vibes', 'autumn', 'watch', 'business', 'biden', 'harris', 'trump', 'business', 'growth', 'unity', 'equity', 'peace', 'liberty', 'equality', 'freedom', 'democracy', 'souls', 'day', 'saints', 'day', 'hal', 'low', 'tide', 'lest', 'forget', 'remembrance', 'day', 'freedom', 'speech', 'remembrance', 'sunday', 'remembrance', 'day2020']",USA
