timestamp,hashtags,tweets,replies,retweets,likes,username,location,friends,followers,verified,all_hashtags,all_hashtags_seg,tweets_clean,tweets_token,tweets_nonstop,tags_token,tags_nonstop,label
2020-10-01 21:01:34,peace,#spreadlove #ArtsakhStrong #Peace #love #Armenia,,1,3,AniTorosyan9,,221,250,0,spreadlove ArtsakhStrong Peace love Armenia,spread love artsakh strong peace love armenia,    ,[],[],"['spread', 'love', 'artsakh', 'strong', 'peace', 'love', 'armenia']","['spread', 'love', 'artsakh', 'strong', 'peace', 'love', 'armenia']",Azerbaijan_Armenia
2020-10-01 20:52:06,peace,"#Azerbaijan #AzerbaijanIsNotAlone #KarabakhisAzerbaijan #Peace 
@Samiyusuf
Oh God, protect this country and all peoples remain in #safety and #peace, O #Most Merciful, O #Most Compassionate",,,9,K0cLMyXwyAjoMCE,,299,84,0,Azerbaijan AzerbaijanIsNotAlone KarabakhisAzerbaijan Peace safety peace Most Most,azerbaijan azerbaijan is not alone karabakh is azerbaijan peace safety peace most most,    Oh God protect this country and all peoples remain in  and  O  Merciful O  Compassionate,"['oh', 'god', 'protect', 'this', 'country', 'and', 'all', 'peoples', 'remain', 'in', 'and', 'o', 'merciful', 'o', 'compassionate']","['oh', 'god', 'protect', 'country', 'peoples', 'remain', 'merciful', 'compassionate']","['azerbaijan', 'azerbaijan', 'is', 'not', 'alone', 'karabakh', 'is', 'azerbaijan', 'peace', 'safety', 'peace', 'most', 'most']","['azerbaijan', 'azerbaijan', 'alone', 'karabakh', 'azerbaijan', 'peace', 'safety', 'peace']",Azerbaijan_Armenia
2020-10-01 20:49:30,peace,Democracy only works when there is a peaceful transition of power. #nonviolence #peace #Americans #President #PresidentTrump #Election2020 #ElectionTwitter #ElectionDay #ElectionSecurity #freedom #lawandorder #politics #Debate2020 #ThursdayThoughts,,,,CSteveSimms,"Nashville, Tennessee, USA","4,121","4,457",0,nonviolence peace Americans President PresidentTrump Election2020 ElectionTwitter ElectionDay ElectionSecurity freedom lawandorder politics Debate2020 ThursdayThoughts,nonviolence peace americans president president trump election 2020 election twitter election day election security freedom law and order politics debate 2020 thursday thoughts,Democracy only works when there is a peaceful transition of power              ,"['democracy', 'only', 'works', 'when', 'there', 'is', 'a', 'peaceful', 'transition', 'of', 'power']","['democracy', 'works', 'peaceful', 'transition', 'power']","['nonviolence', 'peace', 'americans', 'president', 'president', 'trump', 'election', '2020', 'election', 'twitter', 'election', 'day', 'election', 'security', 'freedom', 'law', 'and', 'order', 'politics', 'debate', '2020', 'thursday', 'thoughts']","['nonviolence', 'peace', 'americans', 'president', 'president', 'trump', 'election', '2020', 'election', 'twitter', 'election', 'day', 'election', 'security', 'freedom', 'law', 'order', 'politics', 'debate', '2020', 'thursday', 'thoughts']",USA
2020-10-01 20:29:22,peace,"The geography of the war has expanded and it’s not only in #Artsakh but on the internationally recognized territory of the Republic of Armenia.
#StopTheAttacks #StopAzerbaijaniAggression #StopAllViolence #StopAliev #LetPeopleLive #peace",,,,EvelinaArakely1,Armenia,165,106,0,Artsakh StopTheAttacks StopAzerbaijaniAggression StopAllViolence StopAliev LetPeopleLive peace,artsakh stop the attacks stop azerbaijani aggression stop all violence stop aliev let people live peace,The geography of the war has expanded and its not only in  but on the internationally recognized territory of the Republic of Armenia     ,"['the', 'geography', 'of', 'the', 'war', 'has', 'expanded', 'and', 'its', 'not', 'only', 'in', 'but', 'on', 'the', 'internationally', 'recognized', 'territory', 'of', 'the', 'republic', 'of', 'armenia']","['geography', 'war', 'expanded', 'internationally', 'recognized', 'territory', 'republic', 'armenia']","['artsakh', 'stop', 'the', 'attacks', 'stop', 'azerbaijani', 'aggression', 'stop', 'all', 'violence', 'stop', 'aliev', 'let', 'people', 'live', 'peace']","['artsakh', 'stop', 'attacks', 'stop', 'azerbaijani', 'aggression', 'stop', 'violence', 'stop', 'aliev', 'let', 'people', 'live', 'peace']",Azerbaijan_Armenia
2020-10-02 23:58:17,peace,"#the #world #needs #peace #not #War

#stopaliyev",,,,AlitaCot,,597,215,0,the world needs peace not War stopaliyev,the world needs peace not wars top aliyev,     ,[],[],"['the', 'world', 'needs', 'peace', 'not', 'wars', 'top', 'aliyev']","['world', 'needs', 'peace', 'wars', 'top', 'aliyev']",Azerbaijan_Armenia
2020-10-02 23:41:11,peace,"#SanctionTurkey 
#StopErdogan 
#StopAzerbaijaniAggression 
#Peace loving #Armenia has always been for fair negotiations",,,1,LuKarjian,"US, Armenia, Artsakh Republic",214,288,0,SanctionTurkey StopErdogan StopAzerbaijaniAggression Peace Armenia,sanction turkey stop erdogan stop azerbaijani aggression peace armenia,    loving  has always been for fair negotiations,"['loving', 'has', 'always', 'been', 'for', 'fair', 'negotiations']","['loving', 'always', 'fair', 'negotiations']","['sanction', 'turkey', 'stop', 'erdogan', 'stop', 'azerbaijani', 'aggression', 'peace', 'armenia']","['sanction', 'turkey', 'stop', 'erdogan', 'stop', 'azerbaijani', 'aggression', 'peace', 'armenia']",Azerbaijan_Armenia
2020-10-02 22:28:24,peace,"Join my #Livestream
#gamergirl #Mortalkombat
#GirlsWhoCode #empoweringwomen
#FindYourGreatness #Peace
#innerpeace #MK #COVID19 #life #LoveWithoutBoundaries

#FaithandHope",,,1,Innovator_Sam,Terrene Earth,148,132,0,Livestream gamergirl Mortalkombat GirlsWhoCode empoweringwomen FindYourGreatness Peace innerpeace MK COVID19 life LoveWithoutBoundaries FaithandHope,live stream gamer girl mortal kombat girls who code empowering women find your greatness peace inner peace mkcovid19 life love without boundaries faith and hope,Join my        ,"['join', 'my']",['join'],"['live', 'stream', 'gamer', 'girl', 'mortal', 'kombat', 'girls', 'who', 'code', 'empowering', 'women', 'find', 'your', 'greatness', 'peace', 'inner', 'peace', 'mkcovid19', 'life', 'love', 'without', 'boundaries', 'faith', 'and', 'hope']","['live', 'stream', 'gamer', 'girl', 'mortal', 'kombat', 'girls', 'code', 'empowering', 'women', 'find', 'greatness', 'peace', 'inner', 'peace', 'mkcovid19', 'life', 'love', 'without', 'boundaries', 'faith', 'hope']",covid
2020-10-02 22:27:59,peace,"When there’s no #peace on #Earth, there is peace in #Christ. Hear messages from leaders of the Church of Jesus Christ at General Conference tomorrow and Sunday! https://bit.ly/2Ss3OLX #sharegoodness #covid19",1.0,,2,weidemama,,55,68,0,peace Earth Christ sharegoodness covid19,peace earth christ share goodness covid19,When theres no  on  there is peace in  Hear messages from leaders of the Church of Jesus Christ at General Conference tomorrow and Sunday   ,"['when', 'theres', 'no', 'on', 'there', 'is', 'peace', 'in', 'hear', 'messages', 'from', 'leaders', 'of', 'the', 'church', 'of', 'jesus', 'christ', 'at', 'general', 'conference', 'tomorrow', 'and', 'sunday']","['theres', 'peace', 'hear', 'messages', 'leaders', 'church', 'jesus', 'christ', 'general', 'conference', 'tomorrow', 'sunday']","['peace', 'earth', 'christ', 'share', 'goodness', 'covid19']","['peace', 'earth', 'christ', 'share', 'goodness', 'covid19']",covid
2020-10-02 22:04:18,peace,"#artsakh #armenia #armenian #armeniangenocide #war #notowar #peace @ Houston, Texas https://instagram.com/p/CF23QZ_nTRh/?igshid=8qlsj4vwr64e…",,,1,NayriYakob,"Houston, TX",73,17,0,artsakh armenia armenian armeniangenocide war notowar peace,artsakh armenia armenian armenian genocide war no to war peace,        Houston Texas ,"['houston', 'texas']","['houston', 'texas']","['artsakh', 'armenia', 'armenian', 'armenian', 'genocide', 'war', 'no', 'to', 'war', 'peace']","['artsakh', 'armenia', 'armenian', 'armenian', 'genocide', 'war', 'war', 'peace']",Azerbaijan_Armenia
2020-10-02 21:54:55,peace,#Armenia #ՀԱՂԹԵԼՈՒԵՆՔ #StopAzerbaijanAggression  #Peace #Arcaxstrong #KHARABAKHISARMENIA,1.0,,2,milvanesyan,,347,178,0,Armenia ՀԱՂԹԵԼՈՒԵՆՔ StopAzerbaijanAggression Peace Arcaxstrong KHARABAKHISARMENIA,armenia stop azerbaijan aggression peace arca x strong khara bak his armenia,      ,[],[],"['armenia', 'stop', 'azerbaijan', 'aggression', 'peace', 'arca', 'x', 'strong', 'khara', 'bak', 'his', 'armenia']","['armenia', 'stop', 'azerbaijan', 'aggression', 'peace', 'arca', 'x', 'strong', 'khara', 'bak', 'armenia']",Azerbaijan_Armenia
2020-10-02 21:51:39,peace,"Anyone who wants #peace, should support and #StandWithArmenia against #AzerbaijaniAggression, #Turkey and their #djihadistes.

Dear #America don't let #PresidentialDebate2020 distract you from #KarabaghConflict.

#ArtsakhStrong  #ՀԱՂԹԵԼՈՒԵՆՔ #TurkeyTerrorist #KarabakhIsArmenia",,1,2,ujeghKhayukhi,"Valenton, France",666,334,0,peace StandWithArmenia AzerbaijaniAggression Turkey djihadistes America PresidentialDebate2020 KarabaghConflict ArtsakhStrong ՀԱՂԹԵԼՈՒԵՆՔ TurkeyTerrorist KarabakhIsArmenia,peace stand with armenia azerbaijani aggression turkey d jihadist es america presidential debate 2020 karabagh conflict artsakh strong turkey terrorist karabakh is armenia,Anyone who wants  should support and  against   and their Dear  dont let  distract you from     ,"['anyone', 'who', 'wants', 'should', 'support', 'and', 'against', 'and', 'their', 'dear', 'dont', 'let', 'distract', 'you', 'from']","['anyone', 'wants', 'support', 'dear', 'dont', 'let', 'distract']","['peace', 'stand', 'with', 'armenia', 'azerbaijani', 'aggression', 'turkey', 'd', 'jihadist', 'es', 'america', 'presidential', 'debate', '2020', 'karabagh', 'conflict', 'artsakh', 'strong', 'turkey', 'terrorist', 'karabakh', 'is', 'armenia']","['peace', 'stand', 'armenia', 'azerbaijani', 'aggression', 'turkey', 'jihadist', 'es', 'america', 'presidential', 'debate', '2020', 'karabagh', 'conflict', 'artsakh', 'strong', 'turkey', 'terrorist', 'karabakh', 'armenia']",Azerbaijan_Armenia
2020-10-02 21:51:01,peace,"Good luck  զգույշ կլինեք 
#Peace to #Armenia and #Artsakh 
Our #Prayers with you !!!",,,,Gayani20,,355,487,0,Peace Armenia Artsakh Prayers,peace armenia artsakh prayers,Good luck  զգույշ կլինեք  to  and  Our  with you ,"['good', 'luck', 'զգույշ', 'կլինեք', 'to', 'and', 'our', 'with', 'you']","['good', 'luck', 'զգույշ', 'կլինեք']","['peace', 'armenia', 'artsakh', 'prayers']","['peace', 'armenia', 'artsakh', 'prayers']",Azerbaijan_Armenia
2020-10-02 21:46:19,peace,"#StopAlieyv #StopErdogan #StopAzeriAggression
I stand with #Armenia 
#Armenia Wants #Peace The #Turks Want #Armenia",,4,3,rostomzavarian,,"5,001","2,730",0,StopAlieyv StopErdogan StopAzeriAggression Armenia Armenia Peace Turks Armenia,stop a lie yv stop erdogan stop azeri aggression armenia armenia peace turks armenia,  I stand with   Wants  The  Want ,"['i', 'stand', 'with', 'wants', 'the', 'want']","['stand', 'wants', 'want']","['stop', 'a', 'lie', 'yv', 'stop', 'erdogan', 'stop', 'azeri', 'aggression', 'armenia', 'armenia', 'peace', 'turks', 'armenia']","['stop', 'lie', 'yv', 'stop', 'erdogan', 'stop', 'azeri', 'aggression', 'armenia', 'armenia', 'peace', 'turks', 'armenia']",Azerbaijan_Armenia
2020-10-02 21:44:35,peace,Praying for those in Caucasus #Armenia! #Peace,,,,NealMcGrath1,Belfast,678,330,0,Armenia Peace,armenia peace,Praying for those in Caucasus  ,"['praying', 'for', 'those', 'in', 'caucasus']","['praying', 'caucasus']","['armenia', 'peace']","['armenia', 'peace']",Azerbaijan_Armenia
2020-10-02 21:32:05,peace,Enjoy some hard truths humorously put! #karabakh #peace,,1,1,TavitianNicolas,,160,146,0,karabakh peace,karabakh peace,Enjoy some hard truths humorously put  ,"['enjoy', 'some', 'hard', 'truths', 'humorously', 'put']","['enjoy', 'hard', 'truths', 'humorously', 'put']","['karabakh', 'peace']","['karabakh', 'peace']",Azerbaijan_Armenia
2020-10-02 21:20:55,peace,"Տեղա հասնում..

#Armenia #ArtsakhStong #ArtsakhIsArmenia #Peace #StopAzerbaijaniAggression #StopAliyev",,,9,shush_av,,860,"1,127",0,Armenia ArtsakhStong ArtsakhIsArmenia Peace StopAzerbaijaniAggression StopAliyev,armenia artsakh stong artsakh is armenia peace stop azerbaijani aggression stop aliyev,Տեղա հասնում     ,"['տեղա', 'հասնում']","['տեղա', 'հասնում']","['armenia', 'artsakh', 'stong', 'artsakh', 'is', 'armenia', 'peace', 'stop', 'azerbaijani', 'aggression', 'stop', 'aliyev']","['armenia', 'artsakh', 'stong', 'artsakh', 'armenia', 'peace', 'stop', 'azerbaijani', 'aggression', 'stop', 'aliyev']",Azerbaijan_Armenia
2020-10-02 21:15:45,peace,#Peace #ArmeniaAgainstTerrorism #ArtsakhIsStrong,,,1,SVardanyannn,Armenia,27,6,0,Peace ArmeniaAgainstTerrorism ArtsakhIsStrong,peace armenia against terrorism artsakh is strong,  ,[],[],"['peace', 'armenia', 'against', 'terrorism', 'artsakh', 'is', 'strong']","['peace', 'armenia', 'terrorism', 'artsakh', 'strong']",Azerbaijan_Armenia
2020-10-02 21:12:45,peace,"#Stepanakert struck by missile...

Represented by @JonahFisherBBC 

#StopAzerbaijaniAggression #StopWar #Peace #NKpeace #ArtsakhStrong #HumanRights",,,,AniGrigor,Armenia,124,62,0,Stepanakert StopAzerbaijaniAggression StopWar Peace NKpeace ArtsakhStrong HumanRights,stepanakert stop azerbaijani aggression stop war peace nk peace artsakh strong human rights, struck by missileRepresented by       ,"['struck', 'by', 'missilerepresented', 'by']","['struck', 'missilerepresented']","['stepanakert', 'stop', 'azerbaijani', 'aggression', 'stop', 'war', 'peace', 'nk', 'peace', 'artsakh', 'strong', 'human', 'rights']","['stepanakert', 'stop', 'azerbaijani', 'aggression', 'stop', 'war', 'peace', 'nk', 'peace', 'artsakh', 'strong', 'human', 'rights']",Azerbaijan_Armenia
2020-10-02 20:40:12,peace,"#Love wins,
#Peace wins,
Always 

(watch this documentary, see an example of mutual understanding and love between the Armenians and Azerbaijanis during the #war and learn how to make a nut jam).

#Armenia #Azerbaijan #NagornoKarabakh #Artsakh #NKpeace",,,1,m_yeghiazaryan,Armenia,791,587,0,Love Peace war Armenia Azerbaijan NagornoKarabakh Artsakh NKpeace,love peace war armenia azerbaijan nagorno karabakh artsakh nk peace, wins winsAlways watch this documentary see an example of mutual understanding and love between the Armenians and Azerbaijanis during the  and learn how to make a nut jam    ,"['wins', 'winsalways', 'watch', 'this', 'documentary', 'see', 'an', 'example', 'of', 'mutual', 'understanding', 'and', 'love', 'between', 'the', 'armenians', 'and', 'azerbaijanis', 'during', 'the', 'and', 'learn', 'how', 'to', 'make', 'a', 'nut', 'jam']","['wins', 'winsalways', 'watch', 'documentary', 'see', 'example', 'mutual', 'understanding', 'love', 'armenians', 'azerbaijanis', 'learn', 'make', 'nut', 'jam']","['love', 'peace', 'war', 'armenia', 'azerbaijan', 'nagorno', 'karabakh', 'artsakh', 'nk', 'peace']","['love', 'peace', 'war', 'armenia', 'azerbaijan', 'nagorno', 'karabakh', 'artsakh', 'nk', 'peace']",Azerbaijan_Armenia
2020-10-02 20:37:33,peace,Երևանս  կարոտում եմ #Autumn #peace #Yerevan #Armenia #Armenie #Erevan,,,2,Ana_armenian,France,269,86,0,Autumn peace Yerevan Armenia Armenie Erevan,autumn peace yerevan armenia armen ie erevan,Երևանս  կարոտում եմ      ,"['երևանս', 'կարոտում', 'եմ']","['երևանս', 'կարոտում', 'եմ']","['autumn', 'peace', 'yerevan', 'armenia', 'armen', 'ie', 'erevan']","['autumn', 'peace', 'yerevan', 'armenia', 'armen', 'ie', 'erevan']",Azerbaijan_Armenia
2020-10-02 20:31:45,peace,"#Turkey is a threat to the #peace not only in the #Caucasus region but also to the whole #world.
#Armenia #ArmeniaStrong #Artsakh #ArtsakhStrong #TurkeyIsATerrorState #StopAzerbaijaniAggression",,,1,mhovhannisian,United States,"1,340",870,0,Turkey peace Caucasus world Armenia ArmeniaStrong Artsakh ArtsakhStrong TurkeyIsATerrorState StopAzerbaijaniAggression,turkey peace caucasus world armenia armenia strong artsakh artsakh strong turkey is a terror states top azerbaijani aggression, is a threat to the  not only in the  region but also to the whole      ,"['is', 'a', 'threat', 'to', 'the', 'not', 'only', 'in', 'the', 'region', 'but', 'also', 'to', 'the', 'whole']","['threat', 'region', 'also', 'whole']","['turkey', 'peace', 'caucasus', 'world', 'armenia', 'armenia', 'strong', 'artsakh', 'artsakh', 'strong', 'turkey', 'is', 'a', 'terror', 'states', 'top', 'azerbaijani', 'aggression']","['turkey', 'peace', 'caucasus', 'world', 'armenia', 'armenia', 'strong', 'artsakh', 'artsakh', 'strong', 'turkey', 'terror', 'states', 'top', 'azerbaijani', 'aggression']",Azerbaijan_Armenia
2020-10-02 20:17:59,peace,"I think involvement of #Russia ; #Turkey makes the on-going #Armenia vs. #Azerbaijan conflict worrisome. I urge world powers #Germany, #France, #China, #UN, etc. to mediate truce, #ceasefire ; #peace. Pls. RT",1.0,,,WilsonLeeFlores,"Metro Manila, Philippines","6,651",28.4K,0,Russia Turkey Armenia Azerbaijan Germany France China UN ceasefire peace,russia turkey armenia azerbaijan germany france china un ceasefire peace,I think involvement of    makes the ongoing  vs  conflict worrisome I urge world powers     etc to mediate truce    Pls RT,"['i', 'think', 'involvement', 'of', 'makes', 'the', 'ongoing', 'vs', 'conflict', 'worrisome', 'i', 'urge', 'world', 'powers', 'etc', 'to', 'mediate', 'truce', 'pls', 'rt']","['think', 'involvement', 'makes', 'ongoing', 'vs', 'conflict', 'worrisome', 'urge', 'world', 'powers', 'etc', 'mediate', 'truce', 'pls', 'rt']","['russia', 'turkey', 'armenia', 'azerbaijan', 'germany', 'france', 'china', 'un', 'ceasefire', 'peace']","['russia', 'turkey', 'armenia', 'azerbaijan', 'germany', 'france', 'china', 'un', 'ceasefire', 'peace']",Azerbaijan_Armenia
